period,sex,age,initial_state,final_state,calibrated_probability
2010,female,23,1,1,1.0
2010,female,23,1,2,0.0
2010,female,23,1,4,0.0
2010,female,23,1,5,0.0
2010,female,23,2,1,0.0
2010,female,23,2,2,1.0
2010,female,23,2,3,0.0
2010,female,23,2,4,0.0
2010,female,23,2,5,0.0
2010,female,23,3,2,0.0
2010,female,23,3,3,1.0
2010,female,23,3,4,0.0
2010,female,23,3,5,0.0
2010,female,23,4,4,1.0
2010,female,23,4,5,0.0
2010,male,23,0,0,1.0
2010,male,23,0,1,0.0
2010,male,23,0,4,0.0
2010,male,23,0,5,0.0
2010,male,23,1,0,0.0
2010,male,23,1,1,1.0
2010,male,23,1,2,0.0
2010,male,23,1,4,0.0
2010,male,23,1,5,0.0
2010,male,23,2,1,0.0
2010,male,23,2,2,1.0
2010,male,23,2,3,0.0
2010,male,23,2,4,0.0
2010,male,23,2,5,0.0
2010,male,23,3,2,0.0
2010,male,23,3,3,1.0
2010,male,23,3,4,0.0
2010,male,23,3,5,0.0
2010,male,23,4,4,1.0
2010,male,23,4,5,0.0
2010,female,24,0,0,1.0
2010,female,24,0,1,0.0
2010,female,24,0,4,0.0
2010,female,24,0,5,0.0
2010,female,24,1,0,0.0
2010,female,24,1,1,1.0
2010,female,24,1,2,0.0
2010,female,24,1,4,0.0
2010,female,24,1,5,0.0
2010,female,24,2,1,0.0
2010,female,24,2,2,1.0
2010,female,24,2,3,0.0
2010,female,24,2,4,0.0
2010,female,24,2,5,0.0
2010,female,24,3,2,0.0
2010,female,24,3,3,1.0
2010,female,24,3,4,0.0
2010,female,24,3,5,0.0
2010,female,24,4,4,1.0
2010,female,24,4,5,0.0
2010,male,24,0,0,1.0
2010,male,24,0,1,0.0
2010,male,24,0,4,0.0
2010,male,24,0,5,0.0
2010,male,24,1,0,0.0
2010,male,24,1,1,1.0
2010,male,24,1,2,0.0
2010,male,24,1,4,0.0
2010,male,24,1,5,0.0
2010,male,24,2,1,0.0
2010,male,24,2,2,1.0
2010,male,24,2,3,0.0
2010,male,24,2,4,0.0
2010,male,24,2,5,0.0
2010,male,24,3,2,0.0
2010,male,24,3,3,1.0
2010,male,24,3,4,0.0
2010,male,24,3,5,0.0
2010,male,24,4,4,1.0
2010,male,24,4,5,0.0
2010,female,25,0,0,1.0
2010,female,25,0,1,0.0
2010,female,25,0,4,0.0
2010,female,25,0,5,0.0
2010,female,25,1,0,0.0
2010,female,25,1,1,1.0
2010,female,25,1,2,0.0
2010,female,25,1,4,0.0
2010,female,25,1,5,0.0
2010,female,25,2,1,0.0
2010,female,25,2,2,1.0
2010,female,25,2,3,0.0
2010,female,25,2,4,0.0
2010,female,25,2,5,0.0
2010,female,25,3,2,0.0
2010,female,25,3,3,1.0
2010,female,25,3,4,0.0
2010,female,25,3,5,0.0
2010,female,25,4,4,1.0
2010,female,25,4,5,0.0
2010,male,25,0,0,1.0
2010,male,25,0,1,0.0
2010,male,25,0,4,0.0
2010,male,25,0,5,0.0
2010,male,25,1,0,0.0
2010,male,25,1,1,1.0
2010,male,25,1,2,0.0
2010,male,25,1,4,0.0
2010,male,25,1,5,0.0
2010,male,25,2,1,0.0
2010,male,25,2,2,1.0
2010,male,25,2,3,0.0
2010,male,25,2,4,0.0
2010,male,25,2,5,0.0
2010,male,25,3,2,0.0
2010,male,25,3,3,1.0
2010,male,25,3,4,0.0
2010,male,25,3,5,0.0
2010,male,25,4,4,1.0
2010,male,25,4,5,0.0
2010,female,26,0,0,1.0
2010,female,26,0,1,0.0
2010,female,26,0,4,0.0
2010,female,26,0,5,0.0
2010,female,26,1,0,0.0
2010,female,26,1,1,1.0
2010,female,26,1,2,0.0
2010,female,26,1,4,0.0
2010,female,26,1,5,0.0
2010,female,26,2,1,0.0
2010,female,26,2,2,1.0
2010,female,26,2,3,0.0
2010,female,26,2,4,0.0
2010,female,26,2,5,0.0
2010,female,26,3,2,0.0
2010,female,26,3,3,1.0
2010,female,26,3,4,0.0
2010,female,26,3,5,0.0
2010,female,26,4,4,1.0
2010,female,26,4,5,0.0
2010,male,26,0,0,1.0
2010,male,26,0,1,0.0
2010,male,26,0,4,0.0
2010,male,26,0,5,0.0
2010,male,26,1,0,0.0
2010,male,26,1,1,1.0
2010,male,26,1,2,0.0
2010,male,26,1,4,0.0
2010,male,26,1,5,0.0
2010,male,26,2,1,0.0
2010,male,26,2,2,1.0
2010,male,26,2,3,0.0
2010,male,26,2,4,0.0
2010,male,26,2,5,0.0
2010,male,26,3,2,0.0
2010,male,26,3,3,1.0
2010,male,26,3,4,0.0
2010,male,26,3,5,0.0
2010,male,26,4,4,1.0
2010,male,26,4,5,0.0
2010,female,27,0,0,1.0
2010,female,27,0,1,0.0
2010,female,27,0,4,0.0
2010,female,27,0,5,0.0
2010,female,27,1,0,0.0
2010,female,27,1,1,1.0
2010,female,27,1,2,0.0
2010,female,27,1,4,0.0
2010,female,27,1,5,0.0
2010,female,27,2,1,0.0
2010,female,27,2,2,1.0
2010,female,27,2,3,0.0
2010,female,27,2,4,0.0
2010,female,27,2,5,0.0
2010,female,27,3,2,0.0
2010,female,27,3,3,1.0
2010,female,27,3,4,0.0
2010,female,27,3,5,0.0
2010,female,27,4,4,1.0
2010,female,27,4,5,0.0
2010,male,27,0,0,1.0
2010,male,27,0,1,0.0
2010,male,27,0,4,0.0
2010,male,27,0,5,0.0
2010,male,27,1,0,0.0
2010,male,27,1,1,1.0
2010,male,27,1,2,0.0
2010,male,27,1,4,0.0
2010,male,27,1,5,0.0
2010,male,27,2,1,0.0
2010,male,27,2,2,1.0
2010,male,27,2,3,0.0
2010,male,27,2,4,0.0
2010,male,27,2,5,0.0
2010,male,27,3,2,0.0
2010,male,27,3,3,1.0
2010,male,27,3,4,0.0
2010,male,27,3,5,0.0
2010,male,27,4,4,1.0
2010,male,27,4,5,0.0
2010,female,28,0,0,1.0
2010,female,28,0,1,0.0
2010,female,28,0,4,0.0
2010,female,28,0,5,0.0
2010,female,28,1,0,0.0
2010,female,28,1,1,1.0
2010,female,28,1,2,0.0
2010,female,28,1,4,0.0
2010,female,28,1,5,0.0
2010,female,28,2,1,0.0
2010,female,28,2,2,1.0
2010,female,28,2,3,0.0
2010,female,28,2,4,0.0
2010,female,28,2,5,0.0
2010,female,28,3,2,0.0
2010,female,28,3,3,1.0
2010,female,28,3,4,0.0
2010,female,28,3,5,0.0
2010,female,28,4,4,1.0
2010,female,28,4,5,0.0
2010,male,28,0,0,1.0
2010,male,28,0,1,0.0
2010,male,28,0,4,0.0
2010,male,28,0,5,0.0
2010,male,28,1,0,0.0
2010,male,28,1,1,1.0
2010,male,28,1,2,0.0
2010,male,28,1,4,0.0
2010,male,28,1,5,0.0
2010,male,28,2,1,0.0
2010,male,28,2,2,1.0
2010,male,28,2,3,0.0
2010,male,28,2,4,0.0
2010,male,28,2,5,0.0
2010,male,28,3,2,0.0
2010,male,28,3,3,1.0
2010,male,28,3,4,0.0
2010,male,28,3,5,0.0
2010,male,28,4,4,1.0
2010,male,28,4,5,0.0
2010,female,29,0,0,1.0
2010,female,29,0,1,0.0
2010,female,29,0,4,0.0
2010,female,29,0,5,0.0
2010,female,29,1,0,0.0
2010,female,29,1,1,1.0
2010,female,29,1,2,0.0
2010,female,29,1,4,0.0
2010,female,29,1,5,0.0
2010,female,29,2,1,0.0
2010,female,29,2,2,1.0
2010,female,29,2,3,0.0
2010,female,29,2,4,0.0
2010,female,29,2,5,0.0
2010,female,29,3,2,0.0
2010,female,29,3,3,1.0
2010,female,29,3,4,0.0
2010,female,29,3,5,0.0
2010,female,29,4,4,1.0
2010,female,29,4,5,0.0
2010,male,29,0,0,1.0
2010,male,29,0,1,0.0
2010,male,29,0,4,0.0
2010,male,29,0,5,0.0
2010,male,29,1,0,0.0
2010,male,29,1,1,1.0
2010,male,29,1,2,0.0
2010,male,29,1,4,0.0
2010,male,29,1,5,0.0
2010,male,29,2,1,0.0
2010,male,29,2,2,1.0
2010,male,29,2,3,0.0
2010,male,29,2,4,0.0
2010,male,29,2,5,0.0
2010,male,29,3,2,0.0
2010,male,29,3,3,1.0
2010,male,29,3,4,0.0
2010,male,29,3,5,0.0
2010,male,29,4,4,1.0
2010,male,29,4,5,0.0
2010,female,30,0,0,1.0
2010,female,30,0,1,0.0
2010,female,30,0,4,0.0
2010,female,30,0,5,0.0
2010,female,30,1,0,0.0
2010,female,30,1,1,1.0
2010,female,30,1,2,0.0
2010,female,30,1,4,0.0
2010,female,30,1,5,0.0
2010,female,30,2,1,0.0
2010,female,30,2,2,1.0
2010,female,30,2,3,0.0
2010,female,30,2,4,0.0
2010,female,30,2,5,0.0
2010,female,30,3,2,0.0
2010,female,30,3,3,1.0
2010,female,30,3,4,0.0
2010,female,30,3,5,0.0
2010,female,30,4,4,1.0
2010,female,30,4,5,0.0
2010,male,30,0,0,1.0
2010,male,30,0,1,0.0
2010,male,30,0,4,0.0
2010,male,30,0,5,0.0
2010,male,30,1,0,0.0
2010,male,30,1,1,1.0
2010,male,30,1,2,0.0
2010,male,30,1,4,0.0
2010,male,30,1,5,0.0
2010,male,30,2,1,0.0
2010,male,30,2,2,1.0
2010,male,30,2,3,0.0
2010,male,30,2,4,0.0
2010,male,30,2,5,0.0
2010,male,30,3,2,0.0
2010,male,30,3,3,1.0
2010,male,30,3,4,0.0
2010,male,30,3,5,0.0
2010,male,30,4,4,1.0
2010,male,30,4,5,0.0
2010,female,31,0,0,1.0
2010,female,31,0,1,0.0
2010,female,31,0,4,0.0
2010,female,31,0,5,0.0
2010,female,31,1,0,0.0
2010,female,31,1,1,1.0
2010,female,31,1,2,0.0
2010,female,31,1,4,0.0
2010,female,31,1,5,0.0
2010,female,31,2,1,0.0
2010,female,31,2,2,1.0
2010,female,31,2,3,0.0
2010,female,31,2,4,0.0
2010,female,31,2,5,0.0
2010,female,31,3,2,0.0
2010,female,31,3,3,1.0
2010,female,31,3,4,0.0
2010,female,31,3,5,0.0
2010,female,31,4,4,1.0
2010,female,31,4,5,0.0
2010,male,31,0,0,1.0
2010,male,31,0,1,0.0
2010,male,31,0,4,0.0
2010,male,31,0,5,0.0
2010,male,31,1,0,0.0
2010,male,31,1,1,1.0
2010,male,31,1,2,0.0
2010,male,31,1,4,0.0
2010,male,31,1,5,0.0
2010,male,31,2,1,0.0
2010,male,31,2,2,1.0
2010,male,31,2,3,0.0
2010,male,31,2,4,0.0
2010,male,31,2,5,0.0
2010,male,31,3,2,0.0
2010,male,31,3,3,1.0
2010,male,31,3,4,0.0
2010,male,31,3,5,0.0
2010,male,31,4,4,1.0
2010,male,31,4,5,0.0
2010,female,32,0,0,1.0
2010,female,32,0,1,0.0
2010,female,32,0,4,0.0
2010,female,32,0,5,0.0
2010,female,32,1,0,0.0
2010,female,32,1,1,1.0
2010,female,32,1,2,0.0
2010,female,32,1,4,0.0
2010,female,32,1,5,0.0
2010,female,32,2,1,0.0
2010,female,32,2,2,1.0
2010,female,32,2,3,0.0
2010,female,32,2,4,0.0
2010,female,32,2,5,0.0
2010,female,32,3,2,0.0
2010,female,32,3,3,1.0
2010,female,32,3,4,0.0
2010,female,32,3,5,0.0
2010,female,32,4,4,1.0
2010,female,32,4,5,0.0
2010,male,32,0,0,1.0
2010,male,32,0,1,0.0
2010,male,32,0,4,0.0
2010,male,32,0,5,0.0
2010,male,32,1,0,0.0
2010,male,32,1,1,1.0
2010,male,32,1,2,0.0
2010,male,32,1,4,0.0
2010,male,32,1,5,0.0
2010,male,32,2,1,0.0
2010,male,32,2,2,1.0
2010,male,32,2,3,0.0
2010,male,32,2,4,0.0
2010,male,32,2,5,0.0
2010,male,32,3,2,0.0
2010,male,32,3,3,1.0
2010,male,32,3,4,0.0
2010,male,32,3,5,0.0
2010,male,32,4,4,1.0
2010,male,32,4,5,0.0
2010,female,33,0,0,1.0
2010,female,33,0,1,0.0
2010,female,33,0,4,0.0
2010,female,33,0,5,0.0
2010,female,33,1,0,0.0
2010,female,33,1,1,1.0
2010,female,33,1,2,0.0
2010,female,33,1,4,0.0
2010,female,33,1,5,0.0
2010,female,33,2,1,0.0
2010,female,33,2,2,1.0
2010,female,33,2,3,0.0
2010,female,33,2,4,0.0
2010,female,33,2,5,0.0
2010,female,33,3,2,0.0
2010,female,33,3,3,1.0
2010,female,33,3,4,0.0
2010,female,33,3,5,0.0
2010,female,33,4,4,1.0
2010,female,33,4,5,0.0
2010,male,33,0,0,1.0
2010,male,33,0,1,0.0
2010,male,33,0,4,0.0
2010,male,33,0,5,0.0
2010,male,33,1,0,0.0
2010,male,33,1,1,1.0
2010,male,33,1,2,0.0
2010,male,33,1,4,0.0
2010,male,33,1,5,0.0
2010,male,33,2,1,0.0
2010,male,33,2,2,1.0
2010,male,33,2,3,0.0
2010,male,33,2,4,0.0
2010,male,33,2,5,0.0
2010,male,33,3,2,0.0
2010,male,33,3,3,1.0
2010,male,33,3,4,0.0
2010,male,33,3,5,0.0
2010,male,33,4,4,1.0
2010,male,33,4,5,0.0
2010,female,34,0,0,1.0
2010,female,34,0,1,0.0
2010,female,34,0,4,0.0
2010,female,34,0,5,0.0
2010,female,34,1,0,0.0
2010,female,34,1,1,1.0
2010,female,34,1,2,0.0
2010,female,34,1,4,0.0
2010,female,34,1,5,0.0
2010,female,34,2,1,0.0
2010,female,34,2,2,1.0
2010,female,34,2,3,0.0
2010,female,34,2,4,0.0
2010,female,34,2,5,0.0
2010,female,34,3,2,0.0
2010,female,34,3,3,1.0
2010,female,34,3,4,0.0
2010,female,34,3,5,0.0
2010,female,34,4,4,1.0
2010,female,34,4,5,0.0
2010,male,34,0,0,1.0
2010,male,34,0,1,0.0
2010,male,34,0,4,0.0
2010,male,34,0,5,0.0
2010,male,34,1,0,0.0
2010,male,34,1,1,1.0
2010,male,34,1,2,0.0
2010,male,34,1,4,0.0
2010,male,34,1,5,0.0
2010,male,34,2,1,0.0
2010,male,34,2,2,1.0
2010,male,34,2,3,0.0
2010,male,34,2,4,0.0
2010,male,34,2,5,0.0
2010,male,34,3,2,0.0
2010,male,34,3,3,1.0
2010,male,34,3,4,0.0
2010,male,34,3,5,0.0
2010,male,34,4,4,1.0
2010,male,34,4,5,0.0
2010,female,35,0,0,1.0
2010,female,35,0,1,0.0
2010,female,35,0,4,0.0
2010,female,35,0,5,0.0
2010,female,35,1,0,0.0
2010,female,35,1,1,1.0
2010,female,35,1,2,0.0
2010,female,35,1,4,0.0
2010,female,35,1,5,0.0
2010,female,35,2,1,0.0
2010,female,35,2,2,1.0
2010,female,35,2,3,0.0
2010,female,35,2,4,0.0
2010,female,35,2,5,0.0
2010,female,35,3,2,0.0
2010,female,35,3,3,1.0
2010,female,35,3,4,0.0
2010,female,35,3,5,0.0
2010,female,35,4,4,1.0
2010,female,35,4,5,0.0
2010,male,35,0,0,1.0
2010,male,35,0,1,0.0
2010,male,35,0,4,0.0
2010,male,35,0,5,0.0
2010,male,35,1,0,0.0
2010,male,35,1,1,1.0
2010,male,35,1,2,0.0
2010,male,35,1,4,0.0
2010,male,35,1,5,0.0
2010,male,35,2,1,0.0
2010,male,35,2,2,1.0
2010,male,35,2,3,0.0
2010,male,35,2,4,0.0
2010,male,35,2,5,0.0
2010,male,35,3,2,0.0
2010,male,35,3,3,1.0
2010,male,35,3,4,0.0
2010,male,35,3,5,0.0
2010,male,35,4,4,1.0
2010,male,35,4,5,0.0
2010,female,36,0,0,1.0
2010,female,36,0,1,0.0
2010,female,36,0,4,0.0
2010,female,36,0,5,0.0
2010,female,36,1,0,0.0
2010,female,36,1,1,1.0
2010,female,36,1,2,0.0
2010,female,36,1,4,0.0
2010,female,36,1,5,0.0
2010,female,36,2,1,0.0
2010,female,36,2,2,1.0
2010,female,36,2,3,0.0
2010,female,36,2,4,0.0
2010,female,36,2,5,0.0
2010,female,36,3,2,0.0
2010,female,36,3,3,1.0
2010,female,36,3,4,0.0
2010,female,36,3,5,0.0
2010,female,36,4,4,1.0
2010,female,36,4,5,0.0
2010,male,36,0,0,1.0
2010,male,36,0,1,0.0
2010,male,36,0,4,0.0
2010,male,36,0,5,0.0
2010,male,36,1,0,0.0
2010,male,36,1,1,1.0
2010,male,36,1,2,0.0
2010,male,36,1,4,0.0
2010,male,36,1,5,0.0
2010,male,36,2,1,0.0
2010,male,36,2,2,1.0
2010,male,36,2,3,0.0
2010,male,36,2,4,0.0
2010,male,36,2,5,0.0
2010,male,36,3,2,0.0
2010,male,36,3,3,1.0
2010,male,36,3,4,0.0
2010,male,36,3,5,0.0
2010,male,36,4,4,1.0
2010,male,36,4,5,0.0
2010,female,37,0,0,1.0
2010,female,37,0,1,0.0
2010,female,37,0,4,0.0
2010,female,37,0,5,0.0
2010,female,37,1,0,0.0
2010,female,37,1,1,1.0
2010,female,37,1,2,0.0
2010,female,37,1,4,0.0
2010,female,37,1,5,0.0
2010,female,37,2,1,0.0
2010,female,37,2,2,1.0
2010,female,37,2,3,0.0
2010,female,37,2,4,0.0
2010,female,37,2,5,0.0
2010,female,37,3,2,0.0
2010,female,37,3,3,1.0
2010,female,37,3,4,0.0
2010,female,37,3,5,0.0
2010,female,37,4,4,1.0
2010,female,37,4,5,0.0
2010,male,37,0,0,1.0
2010,male,37,0,1,0.0
2010,male,37,0,4,0.0
2010,male,37,0,5,0.0
2010,male,37,1,0,0.0
2010,male,37,1,1,1.0
2010,male,37,1,2,0.0
2010,male,37,1,4,0.0
2010,male,37,1,5,0.0
2010,male,37,2,1,0.0
2010,male,37,2,2,1.0
2010,male,37,2,3,0.0
2010,male,37,2,4,0.0
2010,male,37,2,5,0.0
2010,male,37,3,2,0.0
2010,male,37,3,3,1.0
2010,male,37,3,4,0.0
2010,male,37,3,5,0.0
2010,male,37,4,4,1.0
2010,male,37,4,5,0.0
2010,female,38,0,0,1.0
2010,female,38,0,1,0.0
2010,female,38,0,4,0.0
2010,female,38,0,5,0.0
2010,female,38,1,0,0.0
2010,female,38,1,1,1.0
2010,female,38,1,2,0.0
2010,female,38,1,4,0.0
2010,female,38,1,5,0.0
2010,female,38,2,1,0.0
2010,female,38,2,2,1.0
2010,female,38,2,3,0.0
2010,female,38,2,4,0.0
2010,female,38,2,5,0.0
2010,female,38,3,2,0.0
2010,female,38,3,3,1.0
2010,female,38,3,4,0.0
2010,female,38,3,5,0.0
2010,female,38,4,4,1.0
2010,female,38,4,5,0.0
2010,male,38,0,0,1.0
2010,male,38,0,1,0.0
2010,male,38,0,4,0.0
2010,male,38,0,5,0.0
2010,male,38,1,0,0.0
2010,male,38,1,1,1.0
2010,male,38,1,2,0.0
2010,male,38,1,4,0.0
2010,male,38,1,5,0.0
2010,male,38,2,1,0.0
2010,male,38,2,2,1.0
2010,male,38,2,3,0.0
2010,male,38,2,4,0.0
2010,male,38,2,5,0.0
2010,male,38,3,2,0.0
2010,male,38,3,3,1.0
2010,male,38,3,4,0.0
2010,male,38,3,5,0.0
2010,male,38,4,4,1.0
2010,male,38,4,5,0.0
2010,female,39,0,0,1.0
2010,female,39,0,1,0.0
2010,female,39,0,4,0.0
2010,female,39,0,5,0.0
2010,female,39,1,0,0.0
2010,female,39,1,1,1.0
2010,female,39,1,2,0.0
2010,female,39,1,4,0.0
2010,female,39,1,5,0.0
2010,female,39,2,1,0.0
2010,female,39,2,2,1.0
2010,female,39,2,3,0.0
2010,female,39,2,4,0.0
2010,female,39,2,5,0.0
2010,female,39,3,2,0.0
2010,female,39,3,3,1.0
2010,female,39,3,4,0.0
2010,female,39,3,5,0.0
2010,female,39,4,4,1.0
2010,female,39,4,5,0.0
2010,male,39,0,0,1.0
2010,male,39,0,1,0.0
2010,male,39,0,4,0.0
2010,male,39,0,5,0.0
2010,male,39,1,0,0.0
2010,male,39,1,1,1.0
2010,male,39,1,2,0.0
2010,male,39,1,4,0.0
2010,male,39,1,5,0.0
2010,male,39,2,1,0.0
2010,male,39,2,2,1.0
2010,male,39,2,3,0.0
2010,male,39,2,4,0.0
2010,male,39,2,5,0.0
2010,male,39,3,2,0.0
2010,male,39,3,3,1.0
2010,male,39,3,4,0.0
2010,male,39,3,5,0.0
2010,male,39,4,4,1.0
2010,male,39,4,5,0.0
2010,female,40,0,0,1.0
2010,female,40,0,1,0.0
2010,female,40,0,4,0.0
2010,female,40,0,5,0.0
2010,female,40,1,0,0.0
2010,female,40,1,1,1.0
2010,female,40,1,2,0.0
2010,female,40,1,4,0.0
2010,female,40,1,5,0.0
2010,female,40,2,1,0.0
2010,female,40,2,2,1.0
2010,female,40,2,3,0.0
2010,female,40,2,4,0.0
2010,female,40,2,5,0.0
2010,female,40,3,2,0.0
2010,female,40,3,3,1.0
2010,female,40,3,4,0.0
2010,female,40,3,5,0.0
2010,female,40,4,4,1.0
2010,female,40,4,5,0.0
2010,male,40,0,0,1.0
2010,male,40,0,1,0.0
2010,male,40,0,4,0.0
2010,male,40,0,5,0.0
2010,male,40,1,0,0.0
2010,male,40,1,1,1.0
2010,male,40,1,2,0.0
2010,male,40,1,4,0.0
2010,male,40,1,5,0.0
2010,male,40,2,1,0.0
2010,male,40,2,2,1.0
2010,male,40,2,3,0.0
2010,male,40,2,4,0.0
2010,male,40,2,5,0.0
2010,male,40,3,2,0.0
2010,male,40,3,3,1.0
2010,male,40,3,4,0.0
2010,male,40,3,5,0.0
2010,male,40,4,4,1.0
2010,male,40,4,5,0.0
2010,female,41,0,0,1.0
2010,female,41,0,1,0.0
2010,female,41,0,4,0.0
2010,female,41,0,5,0.0
2010,female,41,1,0,0.0
2010,female,41,1,1,1.0
2010,female,41,1,2,0.0
2010,female,41,1,4,0.0
2010,female,41,1,5,0.0
2010,female,41,2,1,0.0
2010,female,41,2,2,1.0
2010,female,41,2,3,0.0
2010,female,41,2,4,0.0
2010,female,41,2,5,0.0
2010,female,41,3,2,0.0
2010,female,41,3,3,1.0
2010,female,41,3,4,0.0
2010,female,41,3,5,0.0
2010,female,41,4,4,1.0
2010,female,41,4,5,0.0
2010,male,41,0,0,1.0
2010,male,41,0,1,0.0
2010,male,41,0,4,0.0
2010,male,41,0,5,0.0
2010,male,41,1,0,0.0
2010,male,41,1,1,1.0
2010,male,41,1,2,0.0
2010,male,41,1,4,0.0
2010,male,41,1,5,0.0
2010,male,41,2,1,0.0
2010,male,41,2,2,1.0
2010,male,41,2,3,0.0
2010,male,41,2,4,0.0
2010,male,41,2,5,0.0
2010,male,41,3,2,0.0
2010,male,41,3,3,1.0
2010,male,41,3,4,0.0
2010,male,41,3,5,0.0
2010,male,41,4,4,1.0
2010,male,41,4,5,0.0
2010,female,42,0,0,1.0
2010,female,42,0,1,0.0
2010,female,42,0,4,0.0
2010,female,42,0,5,0.0
2010,female,42,1,0,0.0
2010,female,42,1,1,1.0
2010,female,42,1,2,0.0
2010,female,42,1,4,0.0
2010,female,42,1,5,0.0
2010,female,42,2,1,0.0
2010,female,42,2,2,1.0
2010,female,42,2,3,0.0
2010,female,42,2,4,0.0
2010,female,42,2,5,0.0
2010,female,42,3,2,0.0
2010,female,42,3,3,1.0
2010,female,42,3,4,0.0
2010,female,42,3,5,0.0
2010,female,42,4,4,1.0
2010,female,42,4,5,0.0
2010,male,42,0,0,1.0
2010,male,42,0,1,0.0
2010,male,42,0,4,0.0
2010,male,42,0,5,0.0
2010,male,42,1,0,0.0
2010,male,42,1,1,1.0
2010,male,42,1,2,0.0
2010,male,42,1,4,0.0
2010,male,42,1,5,0.0
2010,male,42,2,1,0.0
2010,male,42,2,2,1.0
2010,male,42,2,3,0.0
2010,male,42,2,4,0.0
2010,male,42,2,5,0.0
2010,male,42,3,2,0.0
2010,male,42,3,3,1.0
2010,male,42,3,4,0.0
2010,male,42,3,5,0.0
2010,male,42,4,4,1.0
2010,male,42,4,5,0.0
2010,female,43,0,0,1.0
2010,female,43,0,1,0.0
2010,female,43,0,4,0.0
2010,female,43,0,5,0.0
2010,female,43,1,0,0.0
2010,female,43,1,1,1.0
2010,female,43,1,2,0.0
2010,female,43,1,4,0.0
2010,female,43,1,5,0.0
2010,female,43,2,1,0.0
2010,female,43,2,2,1.0
2010,female,43,2,3,0.0
2010,female,43,2,4,0.0
2010,female,43,2,5,0.0
2010,female,43,3,2,0.0
2010,female,43,3,3,1.0
2010,female,43,3,4,0.0
2010,female,43,3,5,0.0
2010,female,43,4,4,1.0
2010,female,43,4,5,0.0
2010,male,43,0,0,1.0
2010,male,43,0,1,0.0
2010,male,43,0,4,0.0
2010,male,43,0,5,0.0
2010,male,43,1,0,0.0
2010,male,43,1,1,1.0
2010,male,43,1,2,0.0
2010,male,43,1,4,0.0
2010,male,43,1,5,0.0
2010,male,43,2,1,0.0
2010,male,43,2,2,1.0
2010,male,43,2,3,0.0
2010,male,43,2,4,0.0
2010,male,43,2,5,0.0
2010,male,43,3,2,0.0
2010,male,43,3,3,1.0
2010,male,43,3,4,0.0
2010,male,43,3,5,0.0
2010,male,43,4,4,1.0
2010,male,43,4,5,0.0
2010,female,44,0,0,1.0
2010,female,44,0,1,0.0
2010,female,44,0,4,0.0
2010,female,44,0,5,0.0
2010,female,44,1,0,0.0
2010,female,44,1,1,1.0
2010,female,44,1,2,0.0
2010,female,44,1,4,0.0
2010,female,44,1,5,0.0
2010,female,44,2,1,0.0
2010,female,44,2,2,1.0
2010,female,44,2,3,0.0
2010,female,44,2,4,0.0
2010,female,44,2,5,0.0
2010,female,44,3,2,0.0
2010,female,44,3,3,1.0
2010,female,44,3,4,0.0
2010,female,44,3,5,0.0
2010,female,44,4,4,1.0
2010,female,44,4,5,0.0
2010,male,44,0,0,1.0
2010,male,44,0,1,0.0
2010,male,44,0,4,0.0
2010,male,44,0,5,0.0
2010,male,44,1,0,0.0
2010,male,44,1,1,1.0
2010,male,44,1,2,0.0
2010,male,44,1,4,0.0
2010,male,44,1,5,0.0
2010,male,44,2,1,0.0
2010,male,44,2,2,1.0
2010,male,44,2,3,0.0
2010,male,44,2,4,0.0
2010,male,44,2,5,0.0
2010,male,44,3,2,0.0
2010,male,44,3,3,1.0
2010,male,44,3,4,0.0
2010,male,44,3,5,0.0
2010,male,44,4,4,1.0
2010,male,44,4,5,0.0
2010,female,45,0,0,1.0
2010,female,45,0,1,0.0
2010,female,45,0,4,0.0
2010,female,45,0,5,0.0
2010,female,45,1,0,0.0
2010,female,45,1,1,1.0
2010,female,45,1,2,0.0
2010,female,45,1,4,0.0
2010,female,45,1,5,0.0
2010,female,45,2,1,0.0
2010,female,45,2,2,1.0
2010,female,45,2,3,0.0
2010,female,45,2,4,0.0
2010,female,45,2,5,0.0
2010,female,45,3,2,0.0
2010,female,45,3,3,1.0
2010,female,45,3,4,0.0
2010,female,45,3,5,0.0
2010,female,45,4,4,1.0
2010,female,45,4,5,0.0
2010,male,45,0,0,1.0
2010,male,45,0,1,0.0
2010,male,45,0,4,0.0
2010,male,45,0,5,0.0
2010,male,45,1,0,0.0
2010,male,45,1,1,1.0
2010,male,45,1,2,0.0
2010,male,45,1,4,0.0
2010,male,45,1,5,0.0
2010,male,45,2,1,0.0
2010,male,45,2,2,1.0
2010,male,45,2,3,0.0
2010,male,45,2,4,0.0
2010,male,45,2,5,0.0
2010,male,45,3,2,0.0
2010,male,45,3,3,1.0
2010,male,45,3,4,0.0
2010,male,45,3,5,0.0
2010,male,45,4,4,1.0
2010,male,45,4,5,0.0
2010,female,46,0,0,1.0
2010,female,46,0,1,0.0
2010,female,46,0,4,0.0
2010,female,46,0,5,0.0
2010,female,46,1,0,0.0
2010,female,46,1,1,1.0
2010,female,46,1,2,0.0
2010,female,46,1,4,0.0
2010,female,46,1,5,0.0
2010,female,46,2,1,0.0
2010,female,46,2,2,1.0
2010,female,46,2,3,0.0
2010,female,46,2,4,0.0
2010,female,46,2,5,0.0
2010,female,46,3,2,0.0
2010,female,46,3,3,1.0
