period,age,initial_state,final_state,periodized_calibrated_probability
2010,42,3,5,0.0
2010,42,4,5,0.0
2010,43,0,5,0.0
2010,43,1,5,0.0
2010,43,2,5,0.0
2010,43,3,5,0.0
2010,43,4,5,0.0
2010,44,0,5,0.0
2010,44,1,5,0.0
2010,44,2,5,0.0
2010,44,3,5,0.0
2010,44,4,5,0.0
2010,45,0,5,0.0
2010,45,1,5,0.0
2010,45,2,5,0.0
2010,45,3,5,0.0
2010,45,4,5,0.0
2010,46,0,5,0.0
2010,46,1,5,0.0
2010,46,2,5,0.0
2010,46,3,5,0.0
2010,46,4,5,0.0
2010,47,0,5,0.0
2010,47,1,5,0.0
2010,47,2,5,0.0
2010,47,3,5,0.0
2010,47,4,5,0.0
2010,48,0,5,0.0
2010,48,1,5,0.0
2010,48,2,5,0.0
2010,48,3,5,0.0
2010,48,4,5,0.0
2010,49,0,5,0.0
2010,49,1,5,0.0
2010,49,2,5,0.0
2010,49,3,5,0.0
2010,49,4,5,0.0
2010,50,0,5,0.0
2010,50,1,5,0.0
2010,50,2,5,0.0
2010,50,3,5,0.0
2010,50,4,5,0.0
2010,51,0,5,0.0
2010,51,1,5,0.0
2010,51,2,5,0.0
2010,51,3,5,0.0
2010,51,4,5,0.0
2010,52,0,5,0.0
2010,52,1,5,0.0
2010,52,2,5,0.0
2010,52,3,5,0.0
2010,52,4,5,0.0
2010,53,0,5,0.0
2010,53,1,5,0.0
2010,53,2,5,0.0
2010,53,3,5,0.0
2010,53,4,5,0.0
2010,54,0,5,0.0
2010,54,1,5,0.0
2010,54,2,5,0.0
2010,54,3,5,0.0
2010,54,4,5,0.0
2010,55,0,5,0.0
2010,55,1,5,0.0
2010,55,2,5,0.0
2010,55,3,5,0.0
2010,55,4,5,0.0
2010,56,0,5,0.0
2010,56,1,5,0.0
2010,56,2,5,0.0
2010,56,3,5,0.0
2010,56,4,5,0.0
2010,57,0,5,0.0
2010,57,1,5,0.0
2010,57,2,5,0.0
2010,57,3,5,0.0
2010,57,4,5,0.0
2010,58,0,5,0.0
2010,58,1,5,0.0
2010,58,2,5,0.0
2010,58,3,5,0.0
2010,58,4,5,0.0
2010,59,0,5,0.0
2010,59,1,5,0.0
2010,59,2,5,0.0
2010,59,3,5,0.0
2010,59,4,5,0.0
2010,60,0,5,0.0
2010,60,1,5,0.0
2010,60,2,5,0.0
2010,60,3,5,0.0
2010,60,4,5,0.0
2010,61,0,5,0.0
2010,61,1,5,0.0
2010,61,2,5,0.0
2010,61,3,5,0.0
2010,61,4,5,0.0
2010,62,0,5,0.0
2010,62,1,5,0.0
2010,62,2,5,0.0
2010,62,3,5,0.0
2010,62,4,5,0.0
2010,63,0,5,0.0
2010,63,1,5,0.0
2010,63,2,5,0.0
2010,63,3,5,0.0
2010,63,4,5,0.0
2010,64,0,5,0.0
2010,64,1,5,0.0
2010,64,2,5,0.0
2010,64,3,5,0.0
2010,64,4,5,0.0
2010,65,0,5,0.0100448966514
2010,65,1,5,0.0228228599204
2010,65,2,5,0.0243431343952
2010,65,3,5,0.123023746753
2010,65,4,5,0.135967378556
2010,66,0,5,0.010694833912
2010,66,1,5,0.0212641143214
2010,66,2,5,0.0261665622436
2010,66,3,5,0.114844265859
2010,66,4,5,0.138922296761
2010,67,0,5,0.0118342379007
2010,67,1,5,0.0209346090995
2010,67,2,5,0.0291022614089
2010,67,3,5,0.111506127848
2010,67,4,5,0.147096290514
2010,68,0,5,0.0130504085778
2010,68,1,5,0.0208282015076
2010,68,2,5,0.0320687329494
2010,68,3,5,0.108080856045
2010,68,4,5,0.154542885074
2010,69,0,5,0.0141489162282
2010,69,1,5,0.020626968195
2010,69,2,5,0.0345337691066
2010,69,3,5,0.10337610812
2010,69,4,5,0.158889295605
2010,70,0,5,0.0157537370166
2010,70,1,5,0.0212245736394
2010,70,2,5,0.0379916733994
2010,70,3,5,0.102173036938
2010,70,4,5,0.167094384632
2010,71,0,5,0.0178092260664
2010,71,1,5,0.022427694813
2010,71,2,5,0.0422688318063
2010,71,3,5,0.103424695729
2010,71,4,5,0.177914831979
2010,72,0,5,0.0194864218574
2010,72,1,5,0.0231984753267
2010,72,2,5,0.0454075678295
2010,72,3,5,0.102436584096
2010,72,4,5,0.183107432539
2010,73,0,5,0.0218064018606
2010,73,1,5,0.0248183893574
2010,73,2,5,0.049846339041
2010,73,3,5,0.10507568644
2010,73,4,5,0.192777462837
2010,74,0,5,0.0245237780122
2010,74,1,5,0.0269831021717
2010,74,2,5,0.055031493079
2010,74,3,5,0.109821914259
2010,74,4,5,0.204340690074
2010,75,0,5,0.0273248738321
2010,75,1,5,0.0293937210048
2010,75,2,5,0.0603401789428
2010,75,3,5,0.115407391561
2010,75,4,5,0.215370949985
2010,76,0,5,0.0310834389069
2010,76,1,5,0.0330661278932
2010,76,2,5,0.0678312810356
2010,76,3,5,0.125742464312
2010,76,4,5,0.233039640582
2010,77,0,5,0.0346720079102
2010,77,1,5,0.0369036970229
2010,77,2,5,0.0752211040439
2010,77,3,5,0.136496855635
2010,77,4,5,0.249131901909
2010,78,0,5,0.0396504429232
2010,78,1,5,0.042727222307
2010,78,2,5,0.0861710737674
2010,78,3,5,0.154361972963
2010,78,4,5,0.275624716382
2010,79,0,5,0.0431656735394
2010,79,1,5,0.047642816839
2010,79,2,5,0.0947983407125
2010,79,3,5,0.168794405677
2010,79,4,5,0.293440666814
2010,80,0,5,0.0490695711642
2010,80,1,5,0.0560843587418
2010,80,2,5,0.109925395577
2010,80,3,5,0.195578489071
2010,80,4,5,0.330065011864
2010,81,0,5,0.0528649116145
2010,81,1,5,0.0631995884828
2010,81,2,5,0.121960853831
2010,81,3,5,0.217626976181
2010,81,4,5,0.356156303757
2010,82,0,5,0.062296688307
2010,82,1,5,0.0785880624593
2010,82,2,5,0.149395225725
2010,82,3,5,0.267948096753
2010,82,4,5,0.425514030267
2010,83,0,5,0.0683995897746
2010,83,1,5,0.0917412426943
2010,83,2,5,0.172029055818
2010,83,3,5,0.310376316304
2010,83,4,5,0.479343087835
2010,84,0,5,0.0739297092457
2010,84,1,5,0.106094460099
2010,84,2,5,0.196634503388
2010,84,3,5,0.356723079061
2010,84,4,5,0.537664675802
2010,85,0,5,0.0830243922424
2010,85,1,5,0.128150388649
2010,85,2,5,0.235348797122
2010,85,3,5,0.428657862364
2010,85,4,5,0.633405339049
2010,86,0,5,0.0873922081244
2010,86,1,5,0.145728693018
2010,86,2,5,0.265961666797
2010,86,3,5,0.485167705238
2010,86,4,5,0.706506724832
2010,87,0,5,0.0935877038711
2010,87,1,5,0.169258186607
2010,87,2,5,0.307946110941
2010,87,3,5,0.560848266707
2010,87,4,5,0.809323518688
2010,88,0,5,0.104984779899
2010,88,1,5,0.206721725364
2010,88,2,5,0.37619345022
2010,88,3,5,0.68147555527
2010,88,4,5,0.979827372137
2010,89,0,5,0.108990223061
2010,89,1,5,0.234670988316
2010,89,2,5,0.428652738166
2010,89,3,5,0.769121230527
2010,89,4,5,1.0
2010,90,0,5,0.117932665337
2010,90,1,5,0.279208558613
2010,90,2,5,0.513827405453
2010,90,3,5,0.909091561591
2010,90,4,5,1.0
2010,91,0,5,0.126537377436
2010,91,1,5,0.331952453359
2010,91,2,5,0.618033766928
2010,91,3,5,1.0
2010,91,4,5,1.0
2010,92,0,5,0.115570122277
2010,92,1,5,0.339641670148
2010,92,2,5,0.642940241746
2010,92,3,5,1.0
2010,92,4,5,1.0
2010,93,0,5,0.106713615086
2010,93,1,5,0.356782647381
2010,93,2,5,0.69123892167
2010,93,3,5,1.0
2010,93,4,5,1.0
2010,94,0,5,0.105828635262
2010,94,1,5,0.410948369637
2010,94,2,5,0.822749892078
2010,94,3,5,1.0
2010,94,4,5,1.0
2010,95,0,5,0.11936091259
2010,95,1,5,0.552251726213
2010,95,2,5,1.0
2010,95,3,5,1.0
2010,95,4,5,1.0
2010,96,0,5,0.0959697212633
2010,96,1,5,0.543473083846
2010,96,2,5,1.0
2010,96,3,5,1.0
2010,96,4,5,1.0
2010,97,0,5,0.0753386002458
2010,97,1,5,0.532576093161
2010,97,2,5,1.0
2010,97,3,5,1.0
2010,97,4,5,1.0
2010,98,0,5,0.0255919613537
2010,98,1,5,0.225475824663
2010,98,2,5,0.694267277395
2010,98,3,5,0.931901461
2010,98,4,5,1.0
2010,99,0,5,0.0295031180482
2010,99,1,5,0.31212234797
2010,99,2,5,1.0
2010,99,3,5,1.0
2010,99,4,5,1.0
2010,100,0,5,0.0111150333972
2010,100,1,5,0.131029538756
2010,100,2,5,0.857474090655
2010,100,3,5,1.0
2010,100,4,5,1.0
2010,101,0,5,0.00450746576982
2010,101,1,5,0.0539594068005
2010,101,2,5,0.652388929856
2010,101,3,5,0.743843662841
2010,101,4,5,1.0
2010,102,0,5,0.00265788468166
2010,102,1,5,0.0297198147429
2010,102,2,5,0.770763921463
2010,102,3,5,0.829070756473
2010,102,4,5,1.0
2010,103,0,5,0.00152870773017
2010,103,1,5,0.0150266120443
2010,103,2,5,0.945601544938
2010,103,3,5,0.958458736568
2010,103,4,5,1.0
2010,104,0,5,
2010,104,1,5,
2010,104,2,5,
2010,104,3,5,
2010,104,4,5,
2010,106,0,5,0.674265410855
2010,106,1,5,1.0
2010,106,2,5,1.0
2010,106,3,5,1.0
2010,106,4,5,1.0
2010,107,0,5,1.0
2010,107,1,5,1.0
2010,107,2,5,1.0
2010,107,3,5,1.0
2010,107,4,5,1.0
2010,108,0,5,1.0
2010,108,1,5,1.0
2010,108,2,5,1.0
2010,108,3,5,1.0
2010,108,4,5,1.0
2010,109,0,5,1.0
2010,109,1,5,1.0
2010,109,2,5,1.0
2010,109,3,5,1.0
2010,109,4,5,1.0
2010,110,0,5,1.0
2010,110,1,5,1.0
2010,110,2,5,1.0
2010,110,3,5,1.0
2010,110,4,5,1.0
2010,111,0,5,1.0
2010,111,1,5,1.0
2010,111,2,5,1.0
2010,111,3,5,1.0
2010,111,4,5,1.0
2010,112,0,5,1.0
2010,112,1,5,1.0
2010,112,2,5,1.0
2010,112,3,5,1.0
2010,112,4,5,1.0
2010,113,0,5,1.0
2010,113,1,5,1.0
2010,113,2,5,1.0
2010,113,3,5,1.0
2010,113,4,5,1.0
2010,114,0,5,1.0
2010,114,1,5,1.0
2010,114,2,5,1.0
2010,114,3,5,1.0
2010,114,4,5,1.0
2010,115,0,5,1.0
2010,115,1,5,1.0
2010,115,2,5,1.0
2010,115,3,5,1.0
2010,115,4,5,1.0
2010,116,0,5,1.0
2010,116,1,5,1.0
2010,116,2,5,1.0
2010,116,3,5,1.0
2010,116,4,5,1.0
2010,117,0,5,1.0
2010,117,1,5,1.0
2010,117,2,5,1.0
2010,117,3,5,1.0
2010,117,4,5,1.0
2010,118,0,5,1.0
2010,118,1,5,1.0
2010,118,2,5,1.0
2010,118,3,5,1.0
2010,118,4,5,1.0
2010,119,0,5,1.0
2010,119,1,5,1.0
2010,119,2,5,1.0
2010,119,3,5,1.0
2010,119,4,5,1.0
2010,120,0,5,1.0
2010,120,1,5,1.0
2010,120,2,5,1.0
2010,120,3,5,1.0
2010,120,4,5,1.0
2011,0,0,5,0.0
2011,0,1,5,0.0
2011,0,2,5,0.0
2011,0,3,5,0.0
2011,0,4,5,0.0
2011,1,0,5,0.0
2011,1,1,5,0.0
2011,1,2,5,0.0
2011,1,3,5,0.0
2011,1,4,5,0.0
2011,2,0,5,0.0
2011,2,1,5,0.0
2011,2,2,5,0.0
2011,2,3,5,0.0
2011,2,4,5,0.0
2011,3,0,5,0.0
2011,3,1,5,0.0
2011,3,2,5,0.0
2011,3,3,5,0.0
2011,3,4,5,0.0
2011,4,0,5,0.0
2011,4,1,5,0.0
2011,4,2,5,0.0
2011,4,3,5,0.0
2011,4,4,5,0.0
2011,5,0,5,0.0
2011,5,1,5,0.0
2011,5,2,5,0.0
2011,5,3,5,0.0
2011,5,4,5,0.0
2011,6,0,5,0.0
2011,6,1,5,0.0
2011,6,2,5,0.0
2011,6,3,5,0.0
2011,6,4,5,0.0
2011,7,0,5,0.0
2011,7,1,5,0.0
2011,7,2,5,0.0
2011,7,3,5,0.0
2011,7,4,5,0.0
2011,8,0,5,0.0
2011,8,1,5,0.0
2011,8,2,5,0.0
2011,8,3,5,0.0
2011,8,4,5,0.0
2011,9,0,5,0.0
2011,9,1,5,0.0
2011,9,2,5,0.0
2011,9,3,5,0.0
2011,9,4,5,0.0
2011,10,0,5,0.0
2011,10,1,5,0.0
2011,10,2,5,0.0
2011,10,3,5,0.0
2011,10,4,5,0.0
2011,11,0,5,0.0
2011,11,1,5,0.0
2011,11,2,5,0.0
2011,11,3,5,0.0
2011,11,4,5,0.0
2011,12,0,5,0.0
2011,12,1,5,0.0
2011,12,2,5,0.0
2011,12,3,5,0.0
2011,12,4,5,0.0
2011,13,0,5,0.0
2011,13,1,5,0.0
2011,13,2,5,0.0
2011,13,3,5,0.0
2011,13,4,5,0.0
2011,14,0,5,0.0
2011,14,1,5,0.0
2011,14,2,5,0.0
2011,14,3,5,0.0
2011,14,4,5,0.0
2011,15,0,5,0.0
2011,15,1,5,0.0
2011,15,2,5,0.0
2011,15,3,5,0.0
2011,15,4,5,0.0
2011,16,0,5,0.0
2011,16,1,5,0.0
2011,16,2,5,0.0
2011,16,3,5,0.0
2011,16,4,5,0.0
2011,17,0,5,0.0
2011,17,1,5,0.0
2011,17,2,5,0.0
2011,17,3,5,0.0
2011,17,4,5,0.0
2011,18,0,5,0.0
2011,18,1,5,0.0
2011,18,2,5,0.0
2011,18,3,5,0.0
2011,18,4,5,0.0
2011,19,0,5,0.0
2011,19,1,5,0.0
2011,19,2,5,0.0
2011,19,3,5,0.0
2011,19,4,5,0.0
2011,20,0,5,0.0
2011,20,1,5,0.0
2011,20,2,5,0.0
2011,20,3,5,0.0
2011,20,4,5,0.0
2011,21,0,5,0.0
2011,21,1,5,0.0
2011,21,2,5,0.0
2011,21,3,5,0.0
2011,21,4,5,0.0
2011,22,0,5,0.0
2011,22,1,5,0.0
2011,22,2,5,0.0
2011,22,3,5,0.0
2011,22,4,5,0.0
2011,23,0,5,0.0
2011,23,1,5,0.0
2011,23,2,5,0.0
2011,23,3,5,0.0
2011,23,4,5,0.0
2011,24,0,5,0.0
2011,24,1,5,0.0
2011,24,2,5,0.0
2011,24,3,5,0.0
2011,24,4,5,0.0
2011,25,0,5,0.0
2011,25,1,5,0.0
2011,25,2,5,0.0
2011,25,3,5,0.0
2011,25,4,5,0.0
2011,26,0,5,0.0
2011,26,1,5,0.0
2011,26,2,5,0.0
2011,26,3,5,0.0
2011,26,4,5,0.0
2011,27,0,5,0.0
2011,27,1,5,0.0
2011,27,2,5,0.0
2011,27,3,5,0.0
2011,27,4,5,0.0
2011,28,0,5,0.0
2011,28,1,5,0.0
2011,28,2,5,0.0
2011,28,3,5,0.0
2011,28,4,5,0.0
2011,29,0,5,0.0
2011,29,1,5,0.0
2011,29,2,5,0.0
2011,29,3,5,0.0
2011,29,4,5,0.0
2011,30,0,5,0.0
2011,30,1,5,0.0
2011,30,2,5,0.0
2011,30,3,5,0.0
2011,30,4,5,0.0
2011,31,0,5,0.0
2011,31,1,5,0.0
2011,31,2,5,0.0
2011,31,3,5,0.0
2011,31,4,5,0.0
2011,32,0,5,0.0
2011,32,1,5,0.0
2011,32,2,5,0.0
2011,32,3,5,0.0
2011,32,4,5,0.0
2011,33,0,5,0.0
2011,33,1,5,0.0
2011,33,2,5,0.0
2011,33,3,5,0.0
2011,33,4,5,0.0
2011,34,0,5,0.0
2011,34,1,5,0.0
2011,34,2,5,0.0
2011,34,3,5,0.0
2011,34,4,5,0.0
2011,35,0,5,0.0
2011,35,1,5,0.0
2011,35,2,5,0.0
2011,35,3,5,0.0
2011,35,4,5,0.0
2011,36,0,5,0.0
2011,36,1,5,0.0
2011,36,2,5,0.0
2011,36,3,5,0.0
2011,36,4,5,0.0
2011,37,0,5,0.0
2011,37,1,5,0.0
2011,37,2,5,0.0
2011,37,3,5,0.0
2011,37,4,5,0.0
2011,38,0,5,0.0
2011,38,1,5,0.0
2011,38,2,5,0.0
2011,38,3,5,0.0
2011,38,4,5,0.0
2011,39,0,5,0.0
2011,39,1,5,0.0
2011,39,2,5,0.0
2011,39,3,5,0.0
2011,39,4,5,0.0
2011,40,0,5,0.0
2011,40,1,5,0.0
2011,40,2,5,0.0
2011,40,3,5,0.0
2011,40,4,5,0.0
2011,41,0,5,0.0
2011,41,1,5,0.0
2011,41,2,5,0.0
2011,41,3,5,0.0
2011,41,4,5,0.0
2011,42,0,5,0.0
2011,42,1,5,0.0
2011,42,2,5,0.0
2011,42,3,5,0.0
2011,42,4,5,0.0
2011,43,0,5,0.0
2011,43,1,5,0.0
2011,43,2,5,0.0
2011,43,3,5,0.0
2011,43,4,5,0.0
2011,44,0,5,0.0
2011,44,1,5,0.0
2011,44,2,5,0.0
2011,44,3,5,0.0
2011,44,4,5,0.0
2011,45,0,5,0.0
2011,45,1,5,0.0
2011,45,2,5,0.0
2011,45,3,5,0.0
2011,45,4,5,0.0
2011,46,0,5,0.0
2011,46,1,5,0.0
2011,46,2,5,0.0
2011,46,3,5,0.0
2011,46,4,5,0.0
2011,47,0,5,0.0
2011,47,1,5,0.0
2011,47,2,5,0.0
2011,47,3,5,0.0
2011,47,4,5,0.0
2011,48,0,5,0.0
2011,48,1,5,0.0
2011,48,2,5,0.0
2011,48,3,5,0.0
2011,48,4,5,0.0
2011,49,0,5,0.0
2011,49,1,5,0.0
2011,49,2,5,0.0
2011,49,3,5,0.0
2011,49,4,5,0.0
2011,50,0,5,0.0
2011,50,1,5,0.0
2011,50,2,5,0.0
2011,50,3,5,0.0
2011,50,4,5,0.0
2011,51,0,5,0.0
2011,51,1,5,0.0
2011,51,2,5,0.0
2011,51,3,5,0.0
2011,51,4,5,0.0
2011,52,0,5,0.0
2011,52,1,5,0.0
2011,52,2,5,0.0
2011,52,3,5,0.0
2011,52,4,5,0.0
2011,53,0,5,0.0
2011,53,1,5,0.0
2011,53,2,5,0.0
2011,53,3,5,0.0
2011,53,4,5,0.0
2011,54,0,5,0.0
2011,54,1,5,0.0
2011,54,2,5,0.0
2011,54,3,5,0.0
2011,54,4,5,0.0
2011,55,0,5,0.0
2011,55,1,5,0.0
2011,55,2,5,0.0
2011,55,3,5,0.0
2011,55,4,5,0.0
2011,56,0,5,0.0
2011,56,1,5,0.0
2011,56,2,5,0.0
2011,56,3,5,0.0
2011,56,4,5,0.0
2011,57,0,5,0.0
2011,57,1,5,0.0
2011,57,2,5,0.0
2011,57,3,5,0.0
2011,57,4,5,0.0
2011,58,0,5,0.0
2011,58,1,5,0.0
2011,58,2,5,0.0
2011,58,3,5,0.0
2011,58,4,5,0.0
2011,59,0,5,0.0
2011,59,1,5,0.0
2011,59,2,5,0.0
2011,59,3,5,0.0
2011,59,4,5,0.0
2011,60,0,5,0.0
2011,60,1,5,0.0
2011,60,2,5,0.0
2011,60,3,5,0.0
2011,60,4,5,0.0
2011,61,0,5,0.0
2011,61,1,5,0.0
2011,61,2,5,0.0
2011,61,3,5,0.0
2011,61,4,5,0.0
2011,62,0,5,0.0
2011,62,1,5,0.0
2011,62,2,5,0.0
2011,62,3,5,0.0
2011,62,4,5,0.0
2011,63,0,5,0.0
2011,63,1,5,0.0
2011,63,2,5,0.0
2011,63,3,5,0.0
2011,63,4,5,0.0
2011,64,0,5,0.0
2011,64,1,5,0.0
2011,64,2,5,0.0
2011,64,3,5,0.0
2011,64,4,5,0.0
2011,65,0,5,0.00986582938354
2011,65,1,5,0.0224160038509
2011,65,2,5,0.0239091768625
2011,65,3,5,0.120830640445
2011,65,4,5,0.133543530124
2011,66,0,5,0.0105034880102
2011,66,1,5,0.0208836688498
2011,66,2,5,0.0256984049546
2011,66,3,5,0.112789537398
2011,66,4,5,0.13643677783
2011,67,0,5,0.0116135385532
2011,67,1,5,0.0205441948956
2011,67,2,5,0.0285595268316
2011,67,3,5,0.109426625149
2011,67,4,5,0.144353058917
2011,68,0,5,0.012808562517
2011,68,1,5,0.0204422198382
2011,68,2,5,0.0314744452922
2011,68,3,5,0.106077935667
2011,68,4,5,0.151678945009
2011,69,0,5,0.0138824938471
2011,69,1,5,0.020238564879
2011,69,2,5,0.0338835024117
2011,69,3,5,0.101429548509
2011,69,4,5,0.155897429389
2011,70,0,5,0.0154627822133
2011,70,1,5,0.0208325782898
2011,70,2,5,0.0372900075121
2011,70,3,5,0.100286009382
2011,70,4,5,0.164008328684
2011,71,0,5,0.0174766957328
2011,71,1,5,0.0220089293478
2011,71,2,5,0.04147959657
2011,71,3,5,0.101493570342
2011,71,4,5,0.174592841556
2011,72,0,5,0.0191261068302
2011,72,1,5,0.0227695223189
2011,72,2,5,0.0445679560652
2011,72,3,5,0.100542473374
2011,72,4,5,0.17972167193
2011,73,0,5,0.0213962501726
2011,73,1,5,0.0243515858768
2011,73,2,5,0.0489087905069
2011,73,3,5,0.103099341583
2011,73,4,5,0.189151555074
2011,74,0,5,0.0240900959738
2011,74,1,5,0.0265059290891
2011,74,2,5,0.0540583081937
2011,74,3,5,0.107879807639
2011,74,4,5,0.200727099748
2011,75,0,5,0.0268316375248
2011,75,1,5,0.028863140315
2011,75,2,5,0.0592509893923
2011,75,3,5,0.113324193812
2011,75,4,5,0.211483328299
2011,76,0,5,0.0305349924792
2011,76,1,5,0.0324826982484
2011,76,2,5,0.0666344435852
2011,76,3,5,0.123523822882
2011,76,4,5,0.228927812455
2011,77,0,5,0.0340776190583
2011,77,1,5,0.0362710498984
2011,77,2,5,0.0739315742944
2011,77,3,5,0.134156863976
2011,77,4,5,0.244860986145
2011,78,0,5,0.0389707974529
2011,78,1,5,0.0419948379764
2011,78,2,5,0.0846940214159
2011,78,3,5,0.151716065175
2011,78,4,5,0.270900252387
2011,79,0,5,0.0423928428067
2011,79,1,5,0.0467898281091
2011,79,2,5,0.0931010876615
2011,79,3,5,0.165772339912
2011,79,4,5,0.288186956008
2011,80,0,5,0.0482060148279
2011,80,1,5,0.0550973518817
2011,80,2,5,0.107990861208
2011,80,3,5,0.192136579157
2011,80,4,5,0.324256325837
2011,81,0,5,0.0519416203133
